순번,회사명,공장대표주소(지번),업종명,전화번호
9927,천일공조,부산광역시 사상구 감전동 949-16번지,공기 조화장치 제조업,051-322-7100
9928,천일금속공업사,부산광역시 영도구 남항동3가 141-85번지,선박 구성 부분품 제조업 외 1 종,051-415-1632
9929,천일금속공업사,부산광역시 강서구 화전동 585-10번지,선박 구성 부분품 제조업,051-415-1632
9930,천일기계,부산광역시 사상구 모라동 708-23번지,기타 가공 공작기계 제조업,051-302-2026
9931,천일종합상사,부산광역시 사하구 구평동 28,"천막, 텐트 및 유사 제품 제조업",051-291-8470
9932,천지산업,부산광역시 강서구 대저2동 4944-6번지,그 외 기타 분류 안된 화학제품 제조업 외 1 종,051-972-6866
9933,천지정밀산업,부산광역시 금정구 금사동  77-5번지,고무패킹류 제조업 외 31 종,051-521-2487
9934,천호전력(주),부산광역시 강서구 죽동동 226번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-808-1005
9935,천호하이테크 주식회사,부산광역시 강서구 송정동 1629-3,그 외 기타 금속가공업,051-941-0092
9936,철근산업기계,부산광역시 강서구 송정동 1762-6번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-831-6257
9937,철옥정밀,부산광역시 강서구 대저1동 337-55번지,절삭가공 및 유사처리업,051-303-2291
9938,철원공업사,부산광역시 영도구 봉래동2가 145-3번지 (건축물일부),선박 구성 부분품 제조업,051-413-0545
9939,철진산업,부산광역시 강서구 녹산동 105-1번지,컨베이어장치 제조업 외 1 종,051-831-2229
9940,첨단엔지니어링,부산광역시 영도구 남항동2가 155-2번지,산업용 냉장 및 냉동 장비 제조업 외 1 종,051-418-6981
9941,청광산업,부산광역시 기장군 일광면 청광리 222-3번지,수산식물 가공 및 저장 처리업,미등록
9942,청구공조,부산광역시 기장군 정관읍 모전리 563-1번지,기체 여과기 제조업,051-757-1442
9943,청구수산,부산광역시 사하구 장림동 1087-17번지,기타 수산동물 가공 및 저장 처리업,051-262-3410
9944,청도목재포장,부산광역시 강서구 대저2동 1239-11번지,"목재 포장용 상자, 드럼 및 유사용기 제조업",051-941-2030
9945,청림산업2공장,부산광역시 강서구 식만동 511-5번지,금속 가구 제조업,미등록
9946,청림철강,부산광역시 강서구 강동동 259-3번지,강관 제조업 외 1 종,051-941-3347
9947,청마,부산광역시 사하구 다대동 1503-7,주형 및 금형 제조업,051-265-4722
9948,청명산업,부산광역시 사하구 감천동 715-1번지,셔츠 및 블라우스 제조업 외 1 종,051-293-2770
9949,청산에B&F,부산광역시 기장군 일광면 화전리 510번지,과자류 및 코코아 제품 제조업,070-4122-4257
9950,청송공업사,부산광역시 영도구 청학동 1-37번지,선박 구성 부분품 제조업,051-413-4814
9951,청송기계공업사,부산광역시 사하구 다대동 1515-5번지,기타 가공 공작기계 제조업,051-262-8130
9952,청송산업,부산광역시 강서구 미음동 694-3번지,선박 구성 부분품 제조업,051-304-5289
9953,청송산업,부산광역시 사상구 학장동 753-16,선박 구성 부분품 제조업,051-304-5289
9954,청수정밀,부산광역시 사상구 삼락동 360-7번지,그 외 자동차용 신품 부품 제조업 외 6 종,051-302-7216
9955,청아그린워터,부산광역시 사하구 장림동 349,선박 구성 부분품 제조업,051-927-8528
9956,청안지텍,부산광역시 강서구 생곡동 1513-10번지,주형 및 금형 제조업,051-325-4322
9957,청암산업,부산광역시 사상구 학장동 727-8번지,볼트 및 너트류 제조업 외 2 종,051-317-9914
9958,청양수산,부산광역시 사하구 장림동 582-2번지,수산동물 냉동품 제조업,051-264-4867
9959,청우A&C,부산광역시 강서구 송정동 1735-2 한국청정도금센터 1동 1층 102호,도금업,051-831-7277
9960,청우산업,부산광역시 사하구 장림동 980-40번지,기타 인쇄업 외 2 종,051-265-0382
9961,청우산업,부산광역시 강서구 송정동 1768-8번지,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,051-265-0382
9962,청우에이엔씨,부산광역시 강서구 송정동 1567-8번지,도장 및 기타 피막처리업,051-831-7277
9963,청우테크,부산광역시 강서구 송정동 1771-13번지,그 외 기타 플라스틱 제품 제조업 외 2 종,051-831-0530
9964,청우화학,부산광역시 사상구 삼락동 339-5번지,혼성 및 재생 플라스틱 소재 물질 제조업,051-304-2751
9965,청운산업,부산광역시 사하구 장림동 589번지,일반철물 제조업,051-266-5301
9966,청운산업사,부산광역시 강서구 명지동 3139-17번지,신발 부분품 제조업,051-315-7711
9967,청운커팅주식회사,부산광역시 강서구 미음동 194-8,절삭가공 및 유사처리업,051-809-8247
9968,청운테크,부산광역시 사상구 감전동 500-20번지,신발 부분품 제조업,051-315-7713
9969,청운테크    ,부산광역시 기장군 정관읍 예림리 940-17번지,자동차 차체용 신품 부품 제조업,미등록
9970,청원기계(주),부산광역시 강서구 미음동 1635-22,일반용 전기 조명장치 제조업,미등록
9971,청원전기(주),부산광역시 사하구 하단동 1157-9번지,배전반 및 전기 자동제어반 제조업 외 5 종,051-207-1188
9972,청유금속,부산광역시 강서구 송정동 1660-7,그 외 기타 금속가공업,미등록
9973,청인D&M,부산광역시 강서구 대저2동 5537번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-992-1700
9974,청재메탈베아링,부산광역시 영도구 청학동 330-136번지,선박 구성 부분품 제조업,051-412-7882
9975,청정하이텍,부산광역시 강서구 지사동 1390-1,절삭가공 및 유사처리업,051-337-7128
9976,청하기계,부산광역시 사하구 신평동 475번지,음ㆍ식료품 및 담배 가공기계 제조업 외 1 종,051-256-8400
9977,청하테크,부산광역시 기장군 정관읍 달산리 1064-2번지,자동차용 신품 전기장치 제조업 외 1 종,051-727-8782
9978,청호금형,부산광역시 강서구 대저2동 1148-5번지,주형 및 금형 제조업,미등록
9979,청호냉동(주),부산광역시 사하구 신평동 550번지,수산동물 냉동품 제조업,051-202-6151
9980,청호전기(주),부산광역시 강서구 미음동 1536-6번지,배전반 및 전기 자동제어반 제조업,051-913-0010
9981,청호테크,부산광역시 강서구 미음동 243-1번지,컨베이어장치 제조업 외 3 종,051-972-4286
9982,청호테크,부산광역시 강서구 강동동 3737-9번지,산업용 송풍기 및 배기장치 제조업,미등록
9983,청호화학공업사,부산광역시 강서구 송정동 1722-9번지,계면활성제 제조업,051-832-1557
9984,청화식품,부산광역시 강서구 강동동 211-1번지,떡류 제조업,051-312-5878
9985,체니(CHENNY),부산광역시 사상구 괘법동 569-9,"치약, 비누 및 기타 세제 제조업",051-311-3723
9986,체리시스템,부산광역시 강서구 대저2동 4438-3번지,가금류 가공 및 저장 처리업,051-325-9171
9987,체원펌프,부산광역시 강서구 대저1동 323-49번지,액체 펌프 제조업,051-302-2813
9988,체이스침대,부산광역시 강서구 대저1동 4137-1 번지,매트리스 및 침대 제조업,051-971-9440
9989,초량식품,부산광역시 동구 초량동 319-1번지,기타 수산동물 가공 및 저장 처리업,051-467-6002
9990,초원식품,부산광역시 기장군 정관읍 달산리 429번지 외 5필지,기타 과실ㆍ채소 가공 및 저장 처리업,미등록
9991,초이스이엔지(주),부산광역시 강서구 구랑동 1209-3번지,그 외 기타 특수목적용 기계 제조업,051-831-3436
9992,충무전기공업사,부산광역시 영도구 대교동1가 62번지,선박 구성 부분품 제조업,051-416-7009
9993,충무포금기계,부산광역시 강서구 미음동 194-11번지,금속 주조 및 기타 야금용 기계 제조업,051-255-1760
9994,충북지기,부산광역시 강서구 명지동 1335-3번지,골판지 상자 및 가공제품 제조업,미등록
9995,칠성사,부산광역시 남구 문현동 127-54번지 천하평정 지하1층,"근무복, 작업복 및 유사의복 제조업",051-642-6216
9996,칠우철강,부산광역시 사상구 학장동 719-23번지,그 외 기타 1차 철강 제조업,051-315-4913
9997,카리테크,부산광역시 사상구 덕포동 247-5번지,자동차용 금속 압형제품 제조업 외 1 종,051-305-1164
9998,카본테크,부산광역시 강서구 송정동 1737-20번지,합성수지선 건조업,051-702-3942
9999,카이엠 주식회사,부산광역시 기장군 장안읍 반룡리 833-2번지,그 외 자동차용 신품 부품 제조업 외 3 종,055-367-7111
10000,카이엠 주식회사,부산광역시 기장군 장안읍 반룡리 835-2,그 외 자동차용 신품 부품 제조업 외 3 종,051-723-7111
10001,카이치코리아(주),부산광역시 강서구 송정동 1621-5번지,내연기관 제조업,051-302-3498
10002,칸토탈마린,부산광역시 영도구 청학동 1-208,선박 구성 부분품 제조업,051-417-0815
10003,칼라통상,부산광역시 기장군 기장읍 동부리 393-8번지,그 외 기타 플라스틱 제품 제조업,051-722-7406
10004,캐스트테크(주),부산광역시 해운대구 재송동 1209번지 센텀 아이에스타워 6층 609,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",미등록
10005,캠리,부산광역시 강서구 송정동 1760-1번지,위생용 및 산업용 도자기 제조업,051-328-0677
10006,캠리,부산광역시 사상구 학장동 719-32번지,무기안료용 금속 산화물 및 관련 제품 제조업,051-328-0677
10007,커스텀팩트,부산광역시 기장군 정관읍 매학리 407번지,도장 및 기타 피막처리업,미등록
10008,커피디스커버리,부산광역시 영도구 청학동 386-198번지,커피 가공업,051-851-7082
10009,컨맥스 주식회사,부산광역시 강서구 대저2동 1145-3번지,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,미등록
10010,컴앤프린터,부산광역시 사하구 신평동 493 7층 726호 7층 726호,감광재료 및 관련 화학제품 제조업,051-897-1901
10011,케미텍이엔지,부산광역시 강서구 강동동 146-4번지,금속선 가공제품 제조업,051-941-2914
10012,케이 테크,부산광역시 강서구 대저2동 2636-8,구조용 금속 판제품 및 공작물 제조업,미등록
10013,케이.엠.티,부산광역시 사상구 덕포동 418-15번지,자동차 엔진용 신품 부품 제조업 외 8 종,051-301-6784
10014,케이금속,부산광역시 사상구 학장동 262-18,도금업,미등록
10015,케이기어,부산광역시 영도구 남항동3가 141-150번지,선박 구성 부분품 제조업 외 4 종,051-714-2261
10016,케이닥,부산광역시 사상구 삼락동 97-13번지,가금류 가공 및 저장 처리업,051-852-9298
10017,케이더블유티(KWT),부산광역시 강서구 신호동 290-6번지,그 외 기타 금속가공업,051-261-0565
10018,케이디기술,부산광역시 기장군 장안읍 월내리 17-38번지 가마솥복국해물탕 2층,"물질 검사, 측정 및 분석기구 제조업",070-4179-5550
10019,케이디이노베이션(주),부산광역시 사하구 장림동 388-2번지,열간 압연 및 압출 제품 제조업 외 4 종,051-265-4771
10020,케이디티,부산광역시 기장군 정관읍 예림리 940-1 외 3필지,자동차 차체용 신품 부품 제조업 외 1 종,051-728-5170
10021,케이디티,부산광역시 기장군 정관면 달산리 148-3번지,자동차 차체용 신품 부품 제조업 외 1 종,051-728-5170
10022,케이맥스 글로벌,부산광역시 사상구 모라동 714-21번지 외 1필지,기타 신발 제조업,051-988-1772
10023,케이맥스산업(주),부산광역시 사상구 모라동 714-6번지,기타 신발 제조업 외 2 종,051-312-1772
10024,케이미디어,부산광역시 연제구 거제동 751-34 401호,유선 통신장비 제조업 외 9 종,미등록
10025,케이비아이유상테크 주식회사,부산광역시 기장군 장안읍 반룡리 751,펄프 및 종이 가공용 기계 제조업,051-721-5281
10026,케이비아이유상테크(주),부산광역시 기장군 장안읍 반룡리 909-2,펄프 및 종이 가공용 기계 제조업,051-721-5281
10027,케이비이엔지,부산광역시 강서구 봉림동 741-826번지,"기타 비철금속 제련, 정련 및 합금 제조업",051-971-1828
10028,케이비이엔지,부산광역시 사상구 학장동 237-11번지,무기안료용 금속 산화물 및 관련 제품 제조업,051-316-1828
10029,케이스,부산광역시 강서구 죽동동 343-23번지,기타 목재가구 제조업,051-972-2447
10030,케이씨씨(KCC) 유압 ,부산광역시 해운대구 석대동 633번지 1층 공장일부,유압기기 제조업 외 13 종,051-939-0088
10031,케이씨씨전자(주),부산광역시 사상구 모라동 655-9번지,"레이더, 항행용 무선기기 및 측량기구 제조업 외 3 종",051-301-2111
10032,케이씨전기,부산광역시 영도구 청학동 217-158,선박 구성 부분품 제조업,051-415-1208
